Date,Country,Population,Total_Tests,Total_Cases,Total_Deaths,Total_Recovered,Active_Cases,New Cases,New Deaths,Percentage_Positive
02-08-2020,Norway,5430791,445946,9268,255,8752,261,,,0.17065654
03-08-2020,Norway,5430791,455059,9334,256,8752,326,,,0.171871832
04-08-2020,Norway,5430791,455059,9362,256,8752,354,,,0.172387411
05-08-2020,Norway,5430791,465317,9409,256,8752,401,,,0.173252847
06-08-2020,Norway,5430791,472841,9468,256,8857,355,,,0.174339245
07-08-2020,Norway,5430791,479789,9551,256,8857,438,,,0.175867567
08-08-2020,Norway,5430791,479789,9599,256,8857,486,,,0.176751416
09-08-2020,Norway,5430791,479789,9638,256,8857,525,,,0.177469544
10-08-2020,Norway,5430791,494706,9684,256,8857,571,,,0.178316566
11-08-2020,Norway,5430791,499866,9751,256,8857,638,,,0.179550272
12-08-2020,Norway,5430791,508770,9783,256,8857,670,,,0.180139505
13-08-2020,Norway,5430791,508770,9851,257,8857,737,,,0.181391624
14-08-2020,Norway,5430791,530446,9908,261,8857,790,,,0.182441195
15-08-2020,Norway,5430791,530446,9965,261,8857,847,,,0.183490766
16-08-2020,Norway,5430791,530446,10005,261,8857,887,,,0.184227307
17-08-2020,Norway,5430791,556653,10060,261,8857,942,,,0.185240051
18-08-2020,Norway,5430791,564549,10111,262,8857,992,,,0.18617914
19-08-2020,Norway,5430791,574529,10162,262,8857,1043,,,0.18711823
20-08-2020,Norway,5430791,588550,10197,264,9150,783,,,0.187762703
21-08-2020,Norway,5430791,601569,10275,264,9150,861,,,0.189198958
22-08-2020,Norway,5430791,601569,10299,264,9150,885,,,0.189640883
23-08-2020,Norway,5430791,601569,10323,264,9150,909,,,0.190082807
24-08-2020,Norway,5430791,630903,10395,264,9150,981,,,0.191408581
25-08-2020,Norway,5430791,640575,10454,264,9150,1040,,,0.192494979
26-08-2020,Norway,5430791,653756,10504,264,9150,1090,,,0.193415655
27-08-2020,Norway,5430791,669717,10542,264,9348,930,,,0.194115369
28-08-2020,Norway,5430791,686202,10582,264,9348,970,,,0.19485191
29-08-2020,Norway,5430791,686202,10611,264,9348,999,,,0.195385902
30-08-2020,Norway,5430791,686202,10643,264,9348,1031,,,0.195975135
31-08-2020,Norway,5430791,686202,10782,264,9348,1170,,,0.198534615
01-09-2020,Norway,5430791,686202,10871,264,9348,1259,,,0.200173419
02-09-2020,Norway,5430791,745279,11034,264,9348,1422,,,0.203174823
03-09-2020,Norway,5430791,747479,11120,264,9348,1508,,,0.204758386
04-09-2020,Norway,5430791,747479,11231,264,9348,1619,,,0.206802287
05-09-2020,Norway,5430791,777459,11296,264,9348,1684,,,0.207999166
06-09-2020,Norway,5430791,777459,11388,264,9348,1776,,,0.20969321
07-09-2020,Norway,5430791,777459,11521,264,9348,1909,,,0.212142209
08-09-2020,Norway,5430791,816866,11624,264,9348,2012,,,0.214038802
09-09-2020,Norway,5430791,831064,11746,264,9348,2134,,,0.216285252
10-09-2020,Norway,5430791,845522,11867,265,9348,2254,,,0.218513288
11-09-2020,Norway,5430791,860155,12003,265,10371,1367,,,0.221017528
12-09-2020,Norway,5430791,860155,12079,265,10371,1443,,,0.222416955
13-09-2020,Norway,5430791,860155,12154,265,10371,1518,,,0.22379797
14-09-2020,Norway,5430791,889122,12276,265,10371,1640,,,0.22604442
15-09-2020,Norway,5430791,898092,12393,265,10371,1757,,,0.228198802
16-09-2020,Norway,5430791,913283,12498,265,10371,1862,,,0.230132222
17-09-2020,Norway,5430791,928024,12644,266,10371,2007,,,0.232820596
18-09-2020,Norway,5430791,940722,12769,267,10371,2131,,,0.235122287
19-09-2020,Norway,5430791,940722,12858,267,10371,2220,,,0.236761091
20-09-2020,Norway,5430791,940722,12897,267,10371,2259,,,0.237479218
30-04-2020,Oman,5134822,40459,2348,11,495,1842,,,0.045726999
01-05-2020,Oman,5134822,40459,2447,11,495,1941,,,0.047655011
02-05-2020,Oman,5134822,40459,2483,12,750,1806,,,0.048356107
03-05-2020,Oman,5134822,40459,2568,12,750,1806,,,0.050011471
04-05-2020,Oman,5134822,40459,2637,12,816,1809,,,0.051355237
05-05-2020,Oman,5134822,40459,2735,13,858,1864,,,0.053263774
06-05-2020,Oman,5134822,40459,2903,13,888,2002,,,0.056535553
07-05-2020,Oman,5134822,50000,2958,15,980,1963,,,0.057606671
08-05-2020,Oman,5134822,50000,3112,16,1025,2071,,,0.060605801
09-05-2020,Oman,5134822,50000,3224,17,1068,2139,,,0.062786987
10-05-2020,Oman,5134822,50000,3399,17,1117,2265,,,0.066195089
11-05-2020,Oman,5134822,50000,3573,17,1250,2306,,,0.069583717
12-05-2020,Oman,5134822,50000,3721,17,1250,2454,,,0.072465998
13-05-2020,Oman,5134822,50000,4019,17,1289,2713,,,0.07826951
14-05-2020,Oman,5134822,61000,4341,18,1303,3020,,,0.084540418
15-05-2020,Oman,5134822,61000,4625,20,1350,3255,,,0.090071282
16-05-2020,Oman,5134822,61000,5029,21,1436,3572,,,0.09793913
17-05-2020,Oman,5134822,61000,5186,22,1465,3699,,,0.100996685
18-05-2020,Oman,5134822,61000,5379,25,1496,3858,,,0.104755335
19-05-2020,Oman,5134822,61000,5671,27,1574,4070,,,0.110441998
20-05-2020,Oman,5134822,72000,6043,30,1661,4352,,,0.11768665
21-05-2020,Oman,5134822,72000,6370,31,1821,4518,,,0.124054933
22-05-2020,Oman,5134822,72000,6794,34,1821,4939,,,0.132312279
23-05-2020,Oman,5134822,72000,7257,36,1848,5373,,,0.141329144
24-05-2020,Oman,5134822,72000,7770,37,1933,5800,,,0.151319754
25-05-2020,Oman,5134822,72000,7770,37,1933,5800,,,0.151319754
26-05-2020,Oman,5134822,72000,8118,37,2067,6014,,,0.158097009
27-05-2020,Oman,5134822,72000,8373,39,2177,6157,,,0.163063101
28-05-2020,Oman,5134822,72000,9009,40,2177,6792,,,0.17544912
29-05-2020,Oman,5134822,72000,9820,41,2396,7383,,,0.191243241
30-05-2020,Oman,5134822,72000,10423,42,2396,7985,,,0.202986588
31-05-2020,Oman,5134822,101084,11437,49,2682,8706,,,0.222734108
01-06-2020,Oman,5134822,100181,12223,50,2682,9491,,,0.238041358
02-06-2020,Oman,5134822,100181,12799,59,2812,9928,,,0.249258884
03-06-2020,Oman,5134822,100181,13537,67,2845,10625,,,0.263631339
04-06-2020,Oman,5134822,100181,14316,67,3451,10798,,,0.278802264
05-06-2020,Oman,5134822,102644,15086,72,3451,11563,,,0.293797915
06-06-2020,Oman,5134822,105772,16016,72,3451,12493,,,0.311909546
07-06-2020,Oman,5134822,108679,16882,75,3451,13356,,,0.328774785
08-06-2020,Oman,5134822,111376,17486,81,3793,13612,,,0.340537608
09-06-2020,Oman,5134822,114064,18198,83,4152,13963,,,0.354403716
10-06-2020,Oman,5134822,116722,18887,84,5640,13163,,,0.367821903
11-06-2020,Oman,5134822,129527,19954,89,6623,13242,,,0.388601591
12-06-2020,Oman,5134822,133029,21071,96,7489,13486,,,0.410355023
13-06-2020,Oman,5134822,136164,22077,99,7530,14448,,,0.429946744
14-06-2020,Oman,5134822,139760,23481,104,8454,14923,,,0.457289464
15-06-2020,Oman,5134822,143043,24524,108,9533,14883,,,0.477601755
16-06-2020,Oman,5134822,145670,25269,114,11089,14066,,,0.492110535
17-06-2020,Oman,5134822,148467,26079,116,11797,14166,,,0.507885181
18-06-2020,Oman,5134822,148467,26818,119,13264,13435,,,0.522277111
19-06-2020,Oman,5134822,151784,27670,125,13974,13571,,,0.538869702
20-06-2020,Oman,5134822,154232,28566,128,14780,13658,,,0.556319187
21-06-2020,Oman,5134822,157036,29471,131,15552,13788,,,0.573943946
22-06-2020,Oman,5134822,161580,31076,137,16408,14531,,,0.605201115
23-06-2020,Oman,5134822,165520,32394,140,17279,14975,,,0.630868996
24-06-2020,Oman,5134822,169105,33536,142,17972,15422,,,0.6531093
25-06-2020,Oman,5134822,172940,34902,144,18520,16238,,,0.679711974
26-06-2020,Oman,5134822,176953,36034,153,19482,16399,,,0.701757529
27-06-2020,Oman,5134822,179461,36953,159,20363,16431,,,0.719654936
28-06-2020,Oman,5134822,182753,38150,163,21200,16787,,,0.742966358
29-06-2020,Oman,5134822,188291,39060,169,22422,16469,,,0.760688491
30-06-2020,Oman,5134822,191412,40070,176,23425,16469,,,0.780358112
01-07-2020,Oman,5134822,194945,41194,185,24162,16847,,,0.802247868
02-07-2020,Oman,5134822,198994,42555,188,25318,17049,,,0.828753168
03-07-2020,Oman,5134822,202837,43929,193,26169,17567,,,0.855511642
04-07-2020,Oman,5134822,202837,45106,203,26968,17935,,,0.878433566
05-07-2020,Oman,5134822,202837,46178,213,27917,18048,,,0.899310628
06-07-2020,Oman,5134822,213187,47735,218,29146,18371,,,0.929633004
07-07-2020,Oman,5134822,217194,48997,224,31000,17773,,,0.954210292
08-07-2020,Oman,5134822,221181,50207,233,32005,17969,,,0.977774887
09-07-2020,Oman,5134822,226637,51725,236,33021,18468,,,1.007337742
10-07-2020,Oman,5134822,231211,53614,244,34225,19145,,,1.044125775
11-07-2020,Oman,5134822,235044,54697,248,35255,19194,,,1.065217061
12-07-2020,Oman,5134822,238614,56015,257,36098,19660,,,1.090884942
13-07-2020,Oman,5134822,244787,58179,259,37257,20663,,,1.133028565
14-07-2020,Oman,5134822,244831,59568,273,37987,21308,,,1.160079161
15-07-2020,Oman,5134822,253444,61247,281,39038,21928,,,1.192777471
16-07-2020,Oman,5134822,258148,62574,290,40090,22194,,,1.218620626
17-07-2020,Oman,5134822,262869,64193,298,41450,22445,,,1.250150443
18-07-2020,Oman,5134822,266845,65504,308,42772,22424,,,1.275682
19-07-2020,Oman,5134822,270788,66661,318,44004,22339,,,1.298214427
20-07-2020,Oman,5134822,274745,68400,326,45150,22924,,,1.332081229
21-07-2020,Oman,5134822,279446,69887,337,46608,22942,,,1.361040363
22-07-2020,Oman,5134822,284244,71547,349,47922,23276,,,1.39336865
23-07-2020,Oman,5134822,287588,72646,355,51349,20942,,,1.414771534
24-07-2020,Oman,5134822,290726,73791,359,53007,20425,,,1.437070263
25-07-2020,Oman,5134822,290726,74858,371,54061,20426,,,1.457849951
26-07-2020,Oman,5134822,296989,76005,384,55299,20322,,,1.480187629
27-07-2020,Oman,5134822,300493,77058,393,57028,19637,,,1.500694669
28-07-2020,Oman,5134822,302397,77904,402,58587,18915,,,1.51717041
29-07-2020,Oman,5134822,303711,78569,412,60240,17917,,,1.5301212
30-07-2020,Oman,5134822,305651,79159,421,61421,17317,,,1.541611374
31-07-2020,Oman,5134822,305651,79159,421,61421,17317,,,1.541611374
01-08-2020,Oman,5134822,305651,79159,421,61421,17317,,,1.541611374
02-08-2020,Oman,5134822,305651,79159,421,61421,17317,,,1.541611374
03-08-2020,Oman,5134822,305651,79159,421,61421,17317,,,1.541611374
04-08-2020,Oman,5134822,305651,79159,421,61421,17317,,,1.541611374
05-08-2020,Oman,5134822,308333,80286,488,69803,9995,,,1.563559555
06-08-2020,Oman,5134822,309212,80713,492,70910,9311,,,1.571875325
07-08-2020,Oman,5134822,309212,81067,502,72263,8302,,,1.57876943
08-08-2020,Oman,5134822,309212,81357,509,73481,7367,,,1.584417142
09-08-2020,Oman,5134822,309212,81580,513,74691,6376,,,1.588760039
10-08-2020,Oman,5134822,309212,81787,521,76124,5142,,,1.592791337
11-08-2020,Oman,5134822,309212,82050,533,76720,4797,,,1.597913229
12-08-2020,Oman,5134822,309212,82299,539,77072,4688,,,1.602762472
13-08-2020,Oman,5134822,309212,82531,551,77278,4702,,,1.607280642
14-08-2020,Oman,5134822,309212,82743,557,77427,4759,,,1.611409315
15-08-2020,Oman,5134822,309212,82924,562,77550,4812,,,1.614934266
16-08-2020,Oman,5134822,309212,83086,572,77680,4834,,,1.618089196
17-08-2020,Oman,5134822,309212,83226,588,77812,4826,,,1.620815678
18-08-2020,Oman,5134822,309212,83418,597,77977,4844,,,1.624554853
19-08-2020,Oman,5134822,309212,83606,603,78188,4815,,,1.628216129
20-08-2020,Oman,5134822,309212,83769,609,78386,4774,,,1.631390533
21-08-2020,Oman,5134822,309212,83769,609,78386,4774,,,1.631390533
22-08-2020,Oman,5134822,309212,83769,609,78386,4774,,,1.631390533
23-08-2020,Oman,5134822,309212,83769,609,78386,4774,,,1.631390533
24-08-2020,Oman,5134822,309212,84509,637,78912,4960,,,1.645801938
25-08-2020,Oman,5134822,309212,84652,642,79147,4863,,,1.648586845
26-08-2020,Oman,5134822,309212,84818,646,79409,4763,,,1.651819674
27-08-2020,Oman,5134822,309212,85005,650,79608,4747,,,1.655461475
28-08-2020,Oman,5134822,309212,85005,650,79608,4747,,,1.655461475
29-08-2020,Oman,5134822,309212,85005,650,79608,4747,,,1.655461475
30-08-2020,Oman,5134822,309212,85544,677,80459,4408,,,1.66595843
31-08-2020,Oman,5134822,309212,85722,685,80810,4227,,,1.669424958
01-09-2020,Oman,5134822,309212,85928,689,81024,4215,,,1.673436781
02-09-2020,Oman,5134822,309212,86124,689,81024,4411,,,1.677253856
03-09-2020,Oman,5134822,309212,86380,705,81828,3847,,,1.682239423
04-09-2020,Oman,5134822,309212,86380,705,81828,3847,,,1.682239423
05-09-2020,Oman,5134822,309212,86380,705,81828,3847,,,1.682239423
06-09-2020,Oman,5134822,309212,87072,728,82406,3938,,,1.695716035
07-09-2020,Oman,5134822,309212,87328,734,82805,3789,,,1.700701602
08-09-2020,Oman,5134822,309212,87590,742,82973,3875,,,1.705804018
09-09-2020,Oman,5134822,309212,87939,751,83115,4073,,,1.712600748
10-09-2020,Oman,5134822,309212,88337,762,83325,4250,,,1.720351747
11-09-2020,Oman,5134822,309212,88337,762,83325,4250,,,1.720351747
12-09-2020,Oman,5134822,309212,88337,762,83325,4250,,,1.720351747
13-09-2020,Oman,5134822,309212,89746,780,83771,5195,,,1.747791842
14-09-2020,Oman,5134822,309212,90222,790,83928,5504,,,1.757061881
15-09-2020,Oman,5134822,309212,90660,797,84113,5750,,,1.765591874
16-09-2020,Oman,5134822,309212,91196,805,84363,6028,,,1.776030406
17-09-2020,Oman,5134822,309212,91753,818,84648,6287,,,1.786877909
18-09-2020,Oman,5134822,309212,91753,818,84648,6287,,,1.786877909
19-09-2020,Oman,5134822,309212,91753,818,84648,6287,,,1.786877909
20-09-2020,Oman,5134822,309212,93475,846,85418,7211,,,1.820413638
18-04-2020,Pakistan,221835813,92548,7638,143,1832,5663,,,0.003443087
19-04-2020,Pakistan,221835813,98522,8348,168,1868,6312,,,0.003763144
20-04-2020,Pakistan,221835813,104302,8892,176,1970,6746,,,0.00400837
21-04-2020,Pakistan,221835813,111806,9565,201,2073,7291,,,0.004311747
22-04-2020,Pakistan,221835813,118020,10076,212,2156,7708,,,0.004542098
23-04-2020,Pakistan,221835813,124549,11057,235,2337,8485,,,0.004984317
24-04-2020,Pakistan,221835813,138147,11940,253,2755,8932,,,0.005382359
25-04-2020,Pakistan,221835813,144365,12723,269,2866,9588,,,0.005735323
26-04-2020,Pakistan,221835813,144365,13328,281,2936,10111,,,0.006008047
27-04-2020,Pakistan,221835813,150756,13915,292,3029,10594,,,0.006272657
28-04-2020,Pakistan,221835813,157223,14612,312,3233,11067,,,0.006586853
29-04-2020,Pakistan,221835813,165911,15525,343,3425,11757,,,0.006998419
30-04-2020,Pakistan,221835813,174160,16473,361,4105,12007,,,0.007425762
01-05-2020,Pakistan,221835813,182131,18092,417,4351,13324,,,0.008155581
02-05-2020,Pakistan,221835813,203025,19022,437,5114,14513,,,0.00857481
03-05-2020,Pakistan,221835813,203025,20084,457,5114,14513,,,0.009053543
04-05-2020,Pakistan,221835813,212511,20941,476,5635,14830,,,0.009439864
05-05-2020,Pakistan,221835813,222404,22049,514,5801,15734,,,0.009939333
06-05-2020,Pakistan,221835813,232582,23214,544,6281,16389,,,0.010464496
07-05-2020,Pakistan,221835813,244778,24644,585,6464,17595,,,0.011109117
08-05-2020,Pakistan,221835813,257247,26435,599,7530,18306,,,0.011916471
09-05-2020,Pakistan,221835813,270025,28736,636,7809,20291,,,0.012953724
10-05-2020,Pakistan,221835813,283517,30334,659,8063,21612,,,0.013674077
11-05-2020,Pakistan,221835813,294894,30941,667,8212,22062,,,0.013947703
12-05-2020,Pakistan,221835813,305851,32674,724,8555,23395,,,0.014728911
13-05-2020,Pakistan,221835813,317699,35298,761,8899,25638,,,0.015911768
14-05-2020,Pakistan,221835813,330750,35788,770,9695,25323,,,0.016132652
15-05-2020,Pakistan,221835813,344450,37218,803,10155,26260,,,0.016777273
16-05-2020,Pakistan,221835813,359264,38799,834,10880,27085,,,0.017489962
17-05-2020,Pakistan,221835813,373410,40151,873,11341,27937,,,0.018099422
18-05-2020,Pakistan,221835813,387335,42125,903,11922,29300,,,0.018989269
19-05-2020,Pakistan,221835813,400292,43966,939,12489,30538,,,0.019819162
20-05-2020,Pakistan,221835813,414254,45898,985,13101,31812,,,0.020690077
21-05-2020,Pakistan,221835813,429600,48091,1017,14155,32919,,,0.021678646
22-05-2020,Pakistan,221835813,445987,50694,1067,15201,34426,,,0.022852036
23-05-2020,Pakistan,221835813,460692,52437,1101,16653,34683,,,0.023637752
24-05-2020,Pakistan,221835813,473607,54601,1133,17198,36270,,,0.024613249
25-05-2020,Pakistan,221835813,483656,56349,1167,17482,37700,,,0.025401219
26-05-2020,Pakistan,221835813,490908,57705,1197,18314,38194,,,0.026012482
27-05-2020,Pakistan,221835813,499399,59151,1225,19142,38784,,,0.026664315
28-05-2020,Pakistan,221835813,508086,61227,1260,20231,39736,,,0.027600142
29-05-2020,Pakistan,221835813,520017,64028,1317,22305,40406,,,0.028862788
30-05-2020,Pakistan,221835813,532037,66457,1395,24131,40931,,,0.029957742
31-05-2020,Pakistan,221835813,547030,69496,1483,25271,42742,,,0.031327674
01-06-2020,Pakistan,221835813,561136,72460,1543,26083,44834,,,0.032663797
02-06-2020,Pakistan,221835813,577974,76398,1621,27110,47667,,,0.034438984
03-06-2020,Pakistan,221835813,595344,80463,1688,28923,49852,,,0.03627142
04-06-2020,Pakistan,221835813,615511,85264,1770,30128,53366,,,0.038435633
05-06-2020,Pakistan,221835813,638323,89249,1838,31198,56213,,,0.040232007
06-06-2020,Pakistan,221835813,660508,93983,1935,32581,59467,,,0.042366018
07-06-2020,Pakistan,221835813,683608,98943,2002,33465,63476,,,0.044601906
08-06-2020,Pakistan,221835813,705833,103671,2067,34355,67249,,,0.046733212
09-06-2020,Pakistan,221835813,730453,108317,2172,35018,71127,,,0.048827553
10-06-2020,Pakistan,221835813,754252,113702,2255,36308,75139,,,0.051255024
11-06-2020,Pakistan,221835813,780825,119536,2356,38391,78789,,,0.053884897
12-06-2020,Pakistan,221835813,809169,125933,2463,40247,83223,,,0.056768562
13-06-2020,Pakistan,221835813,839019,132405,2551,50056,79798,,,0.059686035
14-06-2020,Pakistan,221835813,868565,139230,2632,51735,84863,,,0.062762634
15-06-2020,Pakistan,221835813,897650,144478,2729,53721,88028,,,0.065128348
16-06-2020,Pakistan,221835813,922665,148921,2839,56390,89692,,,0.06713118
17-06-2020,Pakistan,221835813,950782,154760,2975,58437,93348,,,0.069763307
18-06-2020,Pakistan,221835813,982012,160118,3093,59215,97810,,,0.072178607
19-06-2020,Pakistan,221835813,1011106,165062,3229,61383,100450,,,0.074407282
20-06-2020,Pakistan,221835813,1042787,171666,3382,63504,104780,,,0.077384259
21-06-2020,Pakistan,221835813,1071642,176617,3501,67892,105224,,,0.07961609
22-06-2020,Pakistan,221835813,1102162,181088,3590,71458,106040,,,0.081631544
23-06-2020,Pakistan,221835813,1126761,185034,3695,73471,107868,,,0.083410337
24-06-2020,Pakistan,221835813,1150141,188926,3755,77754,107417,,,0.085164788
25-06-2020,Pakistan,221835813,1171976,192970,3903,81307,107760,,,0.086987758
26-06-2020,Pakistan,221835813,1193017,195745,3962,84168,107615,,,0.088238683
27-06-2020,Pakistan,221835813,1214140,198883,4035,86906,107942,,,0.089653243
28-06-2020,Pakistan,221835813,1239153,202955,4118,92624,106213,,,0.091488835
29-06-2020,Pakistan,221835813,1262162,206512,4167,95407,106938,,,0.093092273
30-06-2020,Pakistan,221835813,1283092,209337,4304,98503,106530,,,0.094365737
01-07-2020,Pakistan,221835813,1305510,213470,4395,100802,108273,,,0.096228827
02-07-2020,Pakistan,221835813,1327638,217809,4473,104694,108642,,,0.098184778
03-07-2020,Pakistan,221835813,1350773,221896,4551,113623,103722,,,0.100027131
04-07-2020,Pakistan,221835813,1372825,225283,4619,125094,95570,,,0.101553936
05-07-2020,Pakistan,221835813,1398352,228474,4712,129830,93932,,,0.102992387
06-07-2020,Pakistan,221835813,1420623,231818,4762,131649,95407,,,0.104499809
07-07-2020,Pakistan,221835813,1445153,234509,4839,134957,94713,,,0.105712868
08-07-2020,Pakistan,221835813,1467104,237489,4922,140965,91602,,,0.107056204
