Date,Country,Population,Total_Tests,Total_Cases,Total_Deaths,Total_Recovered,Active_Cases,New Cases,New Deaths,Percentage_Positive
07-06-2020,Australia,25566037,1619490,7260,102,6703,455,,,0.028397049
08-06-2020,Australia,25566037,1633515,7265,102,6706,457,,,0.028416606
09-06-2020,Australia,25566037,1650684,7267,102,6720,445,,,0.028424429
10-06-2020,Australia,25566037,1679954,7276,102,6744,430,,,0.028459632
11-06-2020,Australia,25566037,1711223,7285,102,6761,422,,,0.028494835
12-06-2020,Australia,25566037,1746635,7290,102,6783,405,,,0.028514392
13-06-2020,Australia,25566037,1782651,7302,102,6812,388,,,0.028561329
14-06-2020,Australia,25566037,1812353,7320,102,6838,380,,,0.028631735
15-06-2020,Australia,25566037,1830665,7335,102,6851,382,,,0.028690407
16-06-2020,Australia,25566037,1844126,7347,102,6853,392,,,0.028737344
17-06-2020,Australia,25566037,1877702,7370,102,6859,409,,,0.028827307
18-06-2020,Australia,25566037,1908154,7391,102,6877,412,,,0.028909447
19-06-2020,Australia,25566037,1964271,7409,102,6878,429,,,0.028979853
20-06-2020,Australia,25566037,2002246,7436,102,6881,453,,,0.029085462
21-06-2020,Australia,25566037,2044093,7461,102,6896,463,,,0.029183248
22-06-2020,Australia,25566037,2105974,7474,102,6903,469,,,0.029234097
23-06-2020,Australia,25566037,2119795,7492,102,6904,486,,,0.029304503
24-06-2020,Australia,25566037,2153127,7521,103,6915,503,,,0.029417934
25-06-2020,Australia,25566037,2227559,7558,104,6931,523,,,0.029562658
26-06-2020,Australia,25566037,2281839,7595,104,6958,533,,,0.029707381
27-06-2020,Australia,25566037,2333296,7641,104,6979,558,,,0.029887307
28-06-2020,Australia,25566037,2354175,7686,104,6979,603,,,0.030063322
29-06-2020,Australia,25566037,2414416,7767,104,7008,655,,,0.030380148
30-06-2020,Australia,25566037,2433468,7836,104,7008,724,,,0.030650038
01-07-2020,Australia,25566037,2499276,7920,104,7040,776,,,0.030978599
02-07-2020,Australia,25566037,2561143,8001,104,7090,807,,,0.031295425
03-07-2020,Australia,25566037,2617860,8255,104,7319,832,,,0.032288931
04-07-2020,Australia,25566037,2667064,8362,104,7355,903,,,0.032707455
05-07-2020,Australia,25566037,2711849,8449,104,7399,946,,,0.03304775
06-07-2020,Australia,25566037,2751473,8586,106,7420,1060,,,0.033583617
07-07-2020,Australia,25566037,2800030,8755,106,7455,1194,,,0.03424465
08-07-2020,Australia,25566037,2853342,8886,106,7487,1293,,,0.034757049
09-07-2020,Australia,25566037,2905324,9059,106,7573,1380,,,0.035433728
10-07-2020,Australia,25566037,2965729,9359,106,7576,1677,,,0.03660716
11-07-2020,Australia,25566037,3019317,9553,107,7730,1716,,,0.037365979
12-07-2020,Australia,25566037,3053860,9796,108,7727,1961,,,0.038316459
13-07-2020,Australia,25566037,3111390,9980,108,7768,2104,,,0.039036163
14-07-2020,Australia,25566037,3156624,10250,108,7835,2307,,,0.040092252
15-07-2020,Australia,25566037,3213715,10487,111,7928,2448,,,0.041019263
16-07-2020,Australia,25566037,3284182,10810,113,8035,2662,,,0.042282658
17-07-2020,Australia,25566037,3350444,11235,116,8117,3002,,,0.04394502
18-07-2020,Australia,25566037,3413831,11441,118,8161,3162,,,0.044750776
19-07-2020,Australia,25566037,3473457,11802,122,8273,3407,,,0.046162806
20-07-2020,Australia,25566037,3527011,12069,123,8444,3502,,,0.04720716
21-07-2020,Australia,25566037,3584339,12428,126,8444,3858,,,0.048611367
22-07-2020,Australia,25566037,3641780,12896,128,8653,4115,,,0.05044192
23-07-2020,Australia,25566037,3719837,13306,133,8775,4398,,,0.05204561
24-07-2020,Australia,25566037,3787545,13595,139,8775,4681,,,0.053176016
25-07-2020,Australia,25566037,3854223,13950,145,9017,4788,,,0.054564577
26-07-2020,Australia,25566037,3932866,14403,155,9170,5078,,,0.056336459
27-07-2020,Australia,25566037,3977904,14935,161,9311,5463,,,0.058417345
28-07-2020,Australia,25566037,4026554,15304,167,9431,5706,,,0.059860666
29-07-2020,Australia,25566037,4069613,15582,176,9619,5787,,,0.060948046
30-07-2020,Australia,25566037,4153568,16303,189,9758,6356,,,0.063768194
31-07-2020,Australia,25566037,4237260,16905,197,9982,6726,,,0.06612288
01-08-2020,Australia,25566037,4306200,17282,201,10202,6879,,,0.067597493
02-08-2020,Australia,25566037,4359636,17923,208,10420,7295,,,0.070104725
03-08-2020,Australia,25566037,4425326,18318,221,10622,7475,,,0.071649744
04-08-2020,Australia,25566037,4476021,18730,232,10622,7876,,,0.073261257
05-08-2020,Australia,25566037,4541419,19444,247,10799,8398,,,0.076054024
06-08-2020,Australia,25566037,4631419,19862,255,11112,8495,,,0.077689006
07-08-2020,Australia,25566037,4713854,20272,266,11320,8686,,,0.079292696
08-08-2020,Australia,25566037,4764223,20698,278,11561,8859,,,0.080958969
09-08-2020,Australia,25566037,4857414,21084,295,11869,8920,,,0.082468785
10-08-2020,Australia,25566037,4918546,21397,313,12134,8950,,,0.083693065
11-08-2020,Australia,25566037,4980172,21713,331,12387,8995,,,0.08492908
12-08-2020,Australia,25566037,5030086,22127,352,12779,8996,,,0.086548416
13-08-2020,Australia,25566037,5108507,22358,361,13001,8996,,,0.087451958
14-08-2020,Australia,25566037,5179725,22743,375,13350,9018,,,0.088957862
15-08-2020,Australia,25566037,5237936,23035,379,13634,9022,,,0.090100003
16-08-2020,Australia,25566037,5292922,23287,396,14080,8811,,,0.091085685
17-08-2020,Australia,25566037,5335526,23559,421,14539,8599,,,0.092149597
18-08-2020,Australia,25566037,5380816,23773,438,14929,8406,,,0.092986645
19-08-2020,Australia,25566037,5439315,23993,450,15246,8297,,,0.093847161
20-08-2020,Australia,25566037,5507605,24236,463,17854,5919,,,0.094797641
21-08-2020,Australia,25566037,5579410,24407,472,18460,5475,,,0.095466497
22-08-2020,Australia,25566037,5646546,24602,485,18759,5358,,,0.096229228
23-08-2020,Australia,25566037,5706078,24812,502,19233,5077,,,0.09705063
24-08-2020,Australia,25566037,5757173,24916,517,19603,4796,,,0.09745742
25-08-2020,Australia,25566037,5789846,25053,525,19814,4714,,,0.097993287
26-08-2020,Australia,25566037,5886412,25204,549,20100,4555,,,0.098583914
27-08-2020,Australia,25566037,5972680,25322,572,20366,4384,,,0.099045464
28-08-2020,Australia,25566037,6052236,25448,583,20633,4232,,,0.099538305
29-08-2020,Australia,25566037,6114456,25547,600,20856,4091,,,0.099925538
30-08-2020,Australia,25566037,6167592,25670,611,21116,3943,,,0.100406645
31-08-2020,Australia,25566037,6214006,25746,652,21350,3744,,,0.100703914
01-09-2020,Australia,25566037,6255408,25819,657,21503,3659,,,0.100989449
02-09-2020,Australia,25566037,6319795,25923,663,21690,3570,,,0.101396239
03-09-2020,Australia,25566037,6445984,26049,678,21912,3459,,,0.10188908
04-09-2020,Australia,25566037,6522481,26136,737,22169,3230,,,0.102229376
05-09-2020,Australia,25566037,6590788,26207,748,22330,3129,,,0.102507088
06-09-2020,Australia,25566037,6657348,26279,753,22467,3059,,,0.102788711
07-09-2020,Australia,25566037,6691350,26322,762,22603,2957,,,0.102956903
08-09-2020,Australia,25566037,6725558,26374,770,22724,2880,,,0.103160298
09-09-2020,Australia,25566037,6788377,26465,781,22863,2821,,,0.103516239
10-09-2020,Australia,25566037,6849431,26513,788,23036,2689,,,0.103703988
11-09-2020,Australia,25566037,6927498,26565,797,23217,2551,,,0.103907383
12-09-2020,Australia,25566037,6970482,26607,803,23329,2475,,,0.104071664
13-09-2020,Australia,25566037,7015645,26651,810,23462,2379,,,0.104243767
14-09-2020,Australia,25566037,7037277,26692,816,23578,2298,,,0.104404136
15-09-2020,Australia,25566037,7076539,26739,816,23652,2271,,,0.104587973
16-09-2020,Australia,25566037,7120024,26779,824,23726,2229,,,0.104744431
17-09-2020,Australia,25566037,7173728,26813,832,23792,2189,,,0.10487742
18-09-2020,Australia,25566037,7224163,26861,837,23855,2169,,,0.105065169
19-09-2020,Australia,25566037,7261973,26885,844,23962,2079,,,0.105159044
20-09-2020,Australia,25566037,7295727,26898,849,24062,1987,,,0.105209892
18-04-2020,Austria,9018024,175932,14671,443,10214,4014,,,0.162685307
19-04-2020,Austria,9018024,179243,14749,452,10501,3796,,,0.163550241
20-04-2020,Austria,9018024,182949,14795,470,10631,3694,,,0.164060331
21-04-2020,Austria,9018024,189018,14873,491,10971,3411,,,0.164925265
22-04-2020,Austria,9018024,201794,14925,510,11328,3087,,,0.165501888
23-04-2020,Austria,9018024,205835,15002,522,11694,2786,,,0.166355734
24-04-2020,Austria,9018024,212686,15071,530,11872,2669,,,0.167120868
25-04-2020,Austria,9018024,221098,15148,536,12103,2509,,,0.167974714
26-04-2020,Austria,9018024,227631,15225,542,12282,2401,,,0.168828559
27-04-2020,Austria,9018024,232537,15274,549,12362,2363,,,0.169371916
28-04-2020,Austria,9018024,239578,15357,569,12580,2208,,,0.170292295
29-04-2020,Austria,9018024,247754,15402,580,12779,2043,,,0.170791295
30-04-2020,Austria,9018024,256399,15452,584,12907,1961,,,0.17134574
01-05-2020,Austria,9018024,264079,15531,589,13110,1832,,,0.172221764
02-05-2020,Austria,9018024,274355,15558,596,13228,1771,,,0.172521164
03-05-2020,Austria,9018024,274355,15597,598,13228,1771,,,0.172953632
04-05-2020,Austria,9018024,279071,15621,600,13316,1705,,,0.173219765
05-05-2020,Austria,9018024,285883,15650,606,13462,1582,,,0.173541343
06-05-2020,Austria,9018024,292254,15684,608,13639,1437,,,0.173918366
07-05-2020,Austria,9018024,292254,15752,609,13698,1445,,,0.174672412
08-05-2020,Austria,9018024,304069,15774,614,13836,1324,,,0.174916367
09-05-2020,Austria,9018024,311690,15833,615,13928,1290,,,0.175570613
10-05-2020,Austria,9018024,316508,15871,618,13991,1262,,,0.175991991
11-05-2020,Austria,9018024,319484,15882,620,14061,1201,,,0.176113969
12-05-2020,Austria,9018024,329314,15961,623,14148,1190,,,0.176989992
13-05-2020,Austria,9018024,336252,15997,624,14304,1069,,,0.177389193
14-05-2020,Austria,9018024,344606,16058,626,14405,1027,,,0.178065616
15-05-2020,Austria,9018024,351351,16109,628,14471,1010,,,0.17863115
16-05-2020,Austria,9018024,357393,16201,629,14524,1048,,,0.179651329
17-05-2020,Austria,9018024,362509,16242,629,14563,1050,,,0.180105974
18-05-2020,Austria,9018024,366069,16269,629,14614,1026,,,0.180405375
19-05-2020,Austria,9018024,372435,16321,632,14678,1011,,,0.180981998
20-05-2020,Austria,9018024,379592,16353,633,14882,838,,,0.181336843
21-05-2020,Austria,9018024,385637,16404,633,14951,820,,,0.181902377
22-05-2020,Austria,9018024,390488,16436,635,15005,796,,,0.182257222
23-05-2020,Austria,9018024,396363,16486,639,15037,810,,,0.182811667
24-05-2020,Austria,9018024,401857,16503,640,15063,800,,,0.183000178
25-05-2020,Austria,9018024,405341,16539,641,15138,760,,,0.183399379
26-05-2020,Austria,9018024,411185,16557,643,15182,732,,,0.183598979
27-05-2020,Austria,9018024,418706,16591,645,15228,718,,,0.183976002
28-05-2020,Austria,9018024,427372,16628,668,15286,674,,,0.184386291
29-05-2020,Austria,9018024,434302,16655,668,15347,640,,,0.184685692
30-05-2020,Austria,9018024,442143,16685,668,15520,497,,,0.185018359
31-05-2020,Austria,9018024,448534,16731,668,15593,470,,,0.185528448
01-06-2020,Austria,9018024,451820,16733,668,15596,469,,,0.185550626
02-06-2020,Austria,9018024,456378,16759,669,15629,461,,,0.185838938
03-06-2020,Austria,9018024,462958,16771,670,15672,429,,,0.185972005
04-06-2020,Austria,9018024,471466,16805,670,15717,418,,,0.186349027
05-06-2020,Austria,9018024,479449,16843,672,15742,429,,,0.186770406
06-06-2020,Austria,9018024,485912,16898,672,15789,437,,,0.187380295
07-06-2020,Austria,9018024,489597,16902,672,15793,437,,,0.187424651
08-06-2020,Austria,9018024,494761,16968,672,15839,457,,,0.188156519
09-06-2020,Austria,9018024,500921,16979,672,15875,432,,,0.188278496
10-06-2020,Austria,9018024,506344,17005,673,15910,422,,,0.188566808
11-06-2020,Austria,9018024,506344,17034,674,15949,411,,,0.188888386
12-06-2020,Austria,9018024,516581,17064,675,15985,404,,,0.189221053
13-06-2020,Austria,9018024,520976,17078,677,16012,389,,,0.189376298
14-06-2020,Austria,9018024,524840,17109,677,16059,373,,,0.189720054
15-06-2020,Austria,9018024,527670,17135,678,16066,391,,,0.190008365
16-06-2020,Austria,9018024,532700,17189,681,16089,419,,,0.190607166
17-06-2020,Austria,9018024,540615,17203,687,16099,417,,,0.190762411
18-06-2020,Austria,9018024,540615,17223,688,16101,434,,,0.190984189
19-06-2020,Austria,9018024,552130,17271,688,16141,442,,,0.191516456
20-06-2020,Austria,9018024,558208,17323,688,16175,460,,,0.192093079
21-06-2020,Austria,9018024,560584,17341,690,16197,454,,,0.19229268
22-06-2020,Austria,9018024,565800,17380,690,16241,449,,,0.192725147
23-06-2020,Austria,9018024,572473,17408,693,16261,454,,,0.193035636
24-06-2020,Austria,9018024,578584,17449,693,16282,474,,,0.193490281
25-06-2020,Austria,9018024,584243,17477,698,16320,459,,,0.193800771
26-06-2020,Austria,9018024,590442,17522,698,16348,476,,,0.194299771
27-06-2020,Austria,9018024,597495,17580,700,16371,509,,,0.194942928
28-06-2020,Austria,9018024,602520,17654,702,16401,551,,,0.195763507
29-06-2020,Austria,9018024,606375,17723,703,16420,600,,,0.196528641
30-06-2020,Austria,9018024,612756,17766,705,16478,583,,,0.197005464
01-07-2020,Austria,9018024,620886,17873,705,16491,677,,,0.198191976
02-07-2020,Austria,9018024,628700,17941,705,16514,722,,,0.198946022
03-07-2020,Austria,9018024,635505,18050,705,16558,787,,,0.200154712
04-07-2020,Austria,9018024,642679,18165,705,16607,853,,,0.201429936
05-07-2020,Austria,9018024,647804,18280,706,16615,959,,,0.20270516
06-07-2020,Austria,9018024,654105,18365,706,16647,1012,,,0.203647717
07-07-2020,Austria,9018024,660149,18421,706,16686,1029,,,0.204268696
08-07-2020,Austria,9018024,668220,18513,706,16721,1086,,,0.205288875
09-07-2020,Austria,9018024,675727,18615,706,16758,1151,,,0.206419943
10-07-2020,Austria,9018024,683484,18709,706,16808,1195,,,0.2074623
11-07-2020,Austria,9018024,691709,18783,706,16864,1213,,,0.208282879
12-07-2020,Austria,9018024,696740,18897,708,16952,1237,,,0.209547014
13-07-2020,Austria,9018024,700616,18948,708,17000,1240,,,0.210112548
14-07-2020,Austria,9018024,708128,19021,709,17073,1239,,,0.210922038
15-07-2020,Austria,9018024,716293,19154,710,17175,1269,,,0.212396862
16-07-2020,Austria,9018024,726345,19270,711,17244,1315,,,0.213683175
17-07-2020,Austria,9018024,734413,19439,711,17335,1393,,,0.2155572
18-07-2020,Austria,9018024,743090,19573,711,17501,1361,,,0.217043113
19-07-2020,Austria,9018024,748669,19655,711,17599,1345,,,0.217952403
20-07-2020,Austria,9018024,798436,19743,711,17659,1373,,,0.218928226
21-07-2020,Austria,9018024,798436,19827,710,17716,1401,,,0.219859694
22-07-2020,Austria,9018024,814681,19929,711,17849,1369,,,0.220990762
23-07-2020,Austria,9018024,814681,20099,711,17943,1445,,,0.222875876
24-07-2020,Austria,9018024,833841,20214,711,18042,1461,,,0.2241511
25-07-2020,Austria,9018024,840890,20338,712,18124,1502,,,0.225526124
26-07-2020,Austria,9018024,847898,20472,712,18209,1551,,,0.227012037
27-07-2020,Austria,9018024,853169,20558,713,18246,1599,,,0.227965683
28-07-2020,Austria,9018024,861050,20677,713,18379,1585,,,0.229285262
29-07-2020,Austria,9018024,870602,20850,716,18528,1606,,,0.231203643
30-07-2020,Austria,9018024,880036,20955,718,18628,1609,,,0.232367978
31-07-2020,Austria,9018024,890461,21130,718,18758,1654,,,0.234308536
01-08-2020,Austria,9018024,897819,21212,718,18911,1583,,,0.235217826
02-08-2020,Austria,9018024,905314,21304,718,18984,1602,,,0.236238005
03-08-2020,Austria,9018024,910437,21385,718,19063,1604,,,0.237136206
04-08-2020,Austria,9018024,916778,21481,719,19336,1426,,,0.238200741
05-08-2020,Austria,9018024,923902,21566,719,19464,1383,,,0.239143298
06-08-2020,Austria,9018024,937275,21696,719,19596,1381,,,0.240584855
07-08-2020,Austria,9018024,947305,21837,720,19690,1427,,,0.242148391
08-08-2020,Austria,9018024,955239,21919,721,19812,1386,,,0.243057681
09-08-2020,Austria,9018024,961868,22033,721,19923,1389,,,0.244321816
10-08-2020,Austria,9018024,965758,22106,723,20010,1373,,,0.245131306
11-08-2020,Austria,9018024,974508,22245,723,20123,1399,,,0.246672664
12-08-2020,Austria,9018024,983018,22439,724,20268,1447,,,0.248823911
13-08-2020,Austria,9018024,991508,22594,725,20346,1523,,,0.250542691
14-08-2020,Austria,9018024,1003432,22876,725,20499,1652,,,0.253669762
15-08-2020,Austria,9018024,1009354,23179,728,20627,1824,,,0.2570297
16-08-2020,Austria,9018024,1018490,23370,728,20681,1961,,,0.25914768
17-08-2020,Austria,9018024,1024067,23534,729,20765,2040,,,0.26096626
18-08-2020,Austria,9018024,1037888,23829,729,20870,2230,,,0.264237487
19-08-2020,Austria,9018024,1048216,24084,729,20958,2397,,,0.267065158
20-08-2020,Austria,9018024,1061437,24431,729,21093,2609,,,0.270913007
21-08-2020,Austria,9018024,1075409,24762,730,21260,2772,,,0.274583434
22-08-2020,Austria,9018024,1087155,25062,732,21406,2924,,,0.277910105
23-08-2020,Austria,9018024,1094987,25253,732,21558,2963,,,0.280028086
24-08-2020,Austria,9018024,1101206,25495,733,21657,3105,,,0.282711601
25-08-2020,Austria,9018024,1110089,25706,733,21888,3085,,,0.285051359
26-08-2020,Austria,9018024,1110089,26033,733,22145,3155,,,0.288677431
27-08-2020,Austria,9018024,1133243,26361,733,22317,3311,,,0.292314591
28-08-2020,Austria,9018024,1147944,26590,733,22594,3263,,,0.29485395
29-08-2020,Austria,9018024,1160743,26985,733,22866,3386,,,0.299234067
30-08-2020,Austria,9018024,1172092,27166,733,23070,3363,,,0.301241159
31-08-2020,Austria,9018024,1180711,27438,733,23226,3479,,,0.304257341
01-09-2020,Austria,9018024,1193127,27642,734,23565,3343,,,0.306519477
02-09-2020,Austria,9018024,1210568,27969,734,23820,3415,,,0.310145549
03-09-2020,Austria,9018024,1222257,28372,735,24171,3466,,,0.314614377
04-09-2020,Austria,9018024,1236489,28729,735,24513,3481,,,0.318573115
05-09-2020,Austria,9018024,1247807,29087,735,24828,3524,,,0.322542943
06-09-2020,Austria,9018024,1255825,29271,736,25043,3492,,,0.324583301
07-09-2020,Austria,9018024,1266223,29561,746,25300,3515,,,0.327799083
08-09-2020,Austria,9018024,1266223,30081,747,25629,3705,,,0.333565313
09-09-2020,Austria,9018024,1288059,30583,747,25764,4072,,,0.339131943
10-09-2020,Austria,9018024,1303030,31247,748,26043,4456,,,0.346494975
11-09-2020,Austria,9018024,1316819,31827,750,26257,4820,,,0.352926539
12-09-2020,Austria,9018024,1331493,32696,754,26579,5363,,,0.362562796
13-09-2020,Austria,9018024,1342066,33159,756,26760,5643,,,0.367696959
14-09-2020,Austria,9018024,1351408,33541,757,27010,5774,,,0.37193292
15-09-2020,Austria,9018024,1364508,34305,757,27354,6194,,,0.380404843
16-09-2020,Austria,9018024,1379839,35073,758,27655,6660,,,0.388921121
17-09-2020,Austria,9018024,1395111,35853,758,28044,7051,,,0.397570466
18-09-2020,Austria,9018024,1413965,36661,763,28451,7447,,,0.4065303
19-09-2020,Austria,9018024,1432099,37474,765,28961,7748,,,0.415545578
20-09-2020,Austria,9018024,1444683,38095,766,29229,8100,,,0.422431788
18-04-2020,Azerbaijan,10159718,86607,1373,18,590,765,,,0.013514155
19-04-2020,Azerbaijan,10159718,95747,1398,19,712,667,,,0.013760224
20-04-2020,Azerbaijan,10159718,95747,1436,19,791,626,,,0.014134251
21-04-2020,Azerbaijan,10159718,102764,1480,20,865,595,,,0.014567333
22-04-2020,Azerbaijan,10159718,108221,1518,20,907,591,,,0.01494136
23-04-2020,Azerbaijan,10159718,108221,1548,20,948,580,,,0.015236643
24-04-2020,Azerbaijan,10159718,114410,1592,21,1013,558,,,0.015669726
25-04-2020,Azerbaijan,10159718,120479,1617,21,1080,516,,,0.015915796
26-04-2020,Azerbaijan,10159718,120479,1645,21,1139,485,,,0.016191394
27-04-2020,Azerbaijan,10159718,128807,1678,22,1162,494,,,0.016516206
28-04-2020,Azerbaijan,10159718,132640,1717,22,1221,474,,,0.016900075
29-04-2020,Azerbaijan,10159718,137379,1766,23,1267,476,,,0.017382372
30-04-2020,Azerbaijan,10159718,143079,1804,24,1325,455,,,0.017756398
01-05-2020,Azerbaijan,10159718,146630,1854,25,1365,464,,,0.018248538
02-05-2020,Azerbaijan,10159718,157932,1894,25,1441,466,,,0.01864225
03-05-2020,Azerbaijan,10159718,157932,1932,25,1441,466,,,0.019016276
04-05-2020,Azerbaijan,10159718,157932,1984,26,1480,478,,,0.019528101
05-05-2020,Azerbaijan,10159718,164481,2060,26,1508,526,,,0.020276153
06-05-2020,Azerbaijan,10159718,169790,2127,28,1536,563,,,0.02093562
07-05-2020,Azerbaijan,10159718,175910,2204,28,1551,625,,,0.021693516
08-05-2020,Azerbaijan,10159718,181530,2279,28,1576,675,,,0.022431725
09-05-2020,Azerbaijan,10159718,188950,2422,31,1620,771,,,0.023839244
10-05-2020,Azerbaijan,10159718,193411,2519,32,1650,837,,,0.024793995
11-05-2020,Azerbaijan,10159718,193411,2589,32,1680,877,,,0.025482991
12-05-2020,Azerbaijan,10159718,202282,2693,33,1680,980,,,0.026506641
13-05-2020,Azerbaijan,10159718,208546,2758,35,1789,934,,,0.027146423
14-05-2020,Azerbaijan,10159718,214291,2879,35,1833,1011,,,0.028337401
15-05-2020,Azerbaijan,10159718,220363,2980,36,1886,1058,,,0.029331523
16-05-2020,Azerbaijan,10159718,226005,3138,36,1944,1158,,,0.030886684
17-05-2020,Azerbaijan,10159718,232077,3274,39,2015,1220,,,0.032225304
18-05-2020,Azerbaijan,10159718,235910,3387,40,2055,1292,,,0.033337539
19-05-2020,Azerbaijan,10159718,240220,3518,41,2198,1279,,,0.034626945
20-05-2020,Azerbaijan,10159718,245609,3631,43,2253,1335,,,0.035739181
21-05-2020,Azerbaijan,10159718,252496,3749,44,2340,1365,,,0.036900631
22-05-2020,Azerbaijan,10159718,252496,3855,46,2399,1410,,,0.037943967
23-05-2020,Azerbaijan,10159718,265067,3982,49,2506,1427,,,0.039194001
24-05-2020,Azerbaijan,10159718,270739,4122,49,2607,1466,,,0.040571992
25-05-2020,Azerbaijan,10159718,273411,4271,51,2741,1479,,,0.042038568
26-05-2020,Azerbaijan,10159718,273411,4403,52,2819,1532,,,0.043337817
27-05-2020,Azerbaijan,10159718,280663,4568,54,2897,1617,,,0.044961878
28-05-2020,Azerbaijan,10159718,284669,4759,56,3022,1681,,,0.046841851
29-05-2020,Azerbaijan,10159718,284669,4989,58,3125,1806,,,0.049105694
30-05-2020,Azerbaijan,10159718,294264,5246,61,3327,1858,,,0.051635291
31-05-2020,Azerbaijan,10159718,294264,5494,63,3428,2003,,,0.054076304
01-06-2020,Azerbaijan,10159718,302933,5662,68,3508,2086,,,0.055729893
02-06-2020,Azerbaijan,10159718,309901,5935,71,3564,2300,,,0.058416976
03-06-2020,Azerbaijan,10159718,315527,6260,76,3665,2519,,,0.061615883
04-06-2020,Azerbaijan,10159718,322574,6522,78,3737,2707,,,0.064194695
05-06-2020,Azerbaijan,10159718,328385,6860,82,3871,2907,,,0.067521559
06-06-2020,Azerbaijan,10159718,328385,7239,84,4024,3131,,,0.071251978
07-06-2020,Azerbaijan,10159718,328385,7553,88,4149,3316,,,0.074342615
08-06-2020,Azerbaijan,10159718,343391,7876,93,4377,3406,,,0.077521837
09-06-2020,Azerbaijan,10159718,343391,8191,98,4606,3487,,,0.080622316
10-06-2020,Azerbaijan,10159718,356032,8530,102,4720,3708,,,0.083959023
11-06-2020,Azerbaijan,10159718,362654,8882,108,4930,3844,,,0.087423686
12-06-2020,Azerbaijan,10159718,362654,9218,113,5116,3989,,,0.090730865
13-06-2020,Azerbaijan,10159718,362654,9570,115,5309,4146,,,0.094195528
14-06-2020,Azerbaijan,10159718,362654,9957,119,5583,4255,,,0.098004689
15-06-2020,Azerbaijan,10159718,386898,10324,122,5739,4463,,,0.101616994
16-06-2020,Azerbaijan,10159718,386898,10662,126,5948,4588,,,0.104943858
17-06-2020,Azerbaijan,10159718,397399,10991,133,6075,4783,,,0.108182137
18-06-2020,Azerbaijan,10159718,403499,11329,139,6192,4998,,,0.111509001
19-06-2020,Azerbaijan,10159718,403499,11767,143,6325,5299,,,0.115820144
20-06-2020,Azerbaijan,10159718,417102,12238,148,6516,5574,,,0.120456099
21-06-2020,Azerbaijan,10159718,417102,12729,154,6799,5776,,,0.125288911
22-06-2020,Azerbaijan,10159718,426394,13207,161,7168,5878,,,0.129993766
23-06-2020,Azerbaijan,10159718,426394,13715,167,7503,6045,,,0.134993904
24-06-2020,Azerbaijan,10159718,441961,14305,174,7768,6363,,,0.140801152
25-06-2020,Azerbaijan,10159718,449235,14852,180,8059,6613,,,0.14618516
26-06-2020,Azerbaijan,10159718,456215,15369,187,8364,6818,,,0.151273884
27-06-2020,Azerbaijan,10159718,461861,15890,193,8719,6978,,,0.156401979
28-06-2020,Azerbaijan,10159718,461861,16424,198,9026,7200,,,0.16165803
29-06-2020,Azerbaijan,10159718,475525,16968,206,9369,7393,,,0.16701251
30-06-2020,Azerbaijan,10159718,482170,17524,213,9715,7596,,,0.172485102
01-07-2020,Azerbaijan,10159718,482170,18112,220,10061,7831,,,0.178272665
02-07-2020,Azerbaijan,10159718,482170,18684,228,10425,8031,,,0.183902742
03-07-2020,Azerbaijan,10159718,502965,19267,235,10820,8212,,,0.18964109
04-07-2020,Azerbaijan,10159718,509811,19801,241,11291,8269,,,0.194897142
05-07-2020,Azerbaijan,10159718,516533,20324,250,11742,8332,,,0.200044923
06-07-2020,Azerbaijan,10159718,522773,20837,258,12182,8397,,,0.205094275
07-07-2020,Azerbaijan,10159718,529875,21374,265,12635,8474,,,0.210379855
08-07-2020,Azerbaijan,10159718,537230,21916,274,13100,8542,,,0.215714649
09-07-2020,Azerbaijan,10159718,537230,22464,284,13591,8589,,,0.221108499
10-07-2020,Azerbaijan,10159718,552311,22990,292,14093,8605,,,0.226285808
11-07-2020,Azerbaijan,10159718,552311,23521,298,14607,8616,,,0.231512331
12-07-2020,Azerbaijan,10159718,568234,24041,306,15093,8642,,,0.236630584
13-07-2020,Azerbaijan,10159718,576249,24570,313,15640,8617,,,0.241837421
14-07-2020,Azerbaijan,10159718,576249,25113,319,16150,8644,,,0.247182058
15-07-2020,Azerbaijan,10159718,592778,25672,326,16695,8651,,,0.252684179
16-07-2020,Azerbaijan,10159718,601500,26165,334,17256,8575,,,0.257536676
17-07-2020,Azerbaijan,10159718,601500,26636,341,17805,8490,,,0.262172631
18-07-2020,Azerbaijan,10159718,619786,27133,349,18450,8334,,,0.267064499
19-07-2020,Azerbaijan,10159718,627881,27521,354,18967,8200,,,0.270883503
20-07-2020,Azerbaijan,10159718,634698,27890,363,19490,8037,,,0.274515493
21-07-2020,Azerbaijan,10159718,641732,28242,376,19939,7927,,,0.277980157
22-07-2020,Azerbaijan,10159718,649953,28633,385,20443,7805,,,0.281828689
23-07-2020,Azerbaijan,10159718,658782,28980,391,20974,7615,,,0.285244138
24-07-2020,Azerbaijan,10159718,667819,29312,400,21547,7365,,,0.288511945
25-07-2020,Azerbaijan,10159718,667819,29633,408,22082,7143,,,0.291671481
26-07-2020,Azerbaijan,10159718,667819,30050,417,22684,6949,,,0.295775926
27-07-2020,Azerbaijan,10159718,690386,30446,423,23242,6781,,,0.299673672
28-07-2020,Azerbaijan,10159718,698815,30858,430,23873,6555,,,0.303728903
